"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"87023834","Redoxon Total TAEF 2x10 promo CO","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Tube Rigid","20","Piece [PCE]","06/20/2019 09:41:12 PM CEST","2019","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  770 ","  672 ","  843 ","SG (Sales Goods)","Tube Rigid","20","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
"87019667","MEXSANA AB 260ML+MEXSANA LADY 260ML CO","1613916","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","2","Piece [PCE]","07/24/2019 02:25:11 AM CEST","2019","YES","Dermatology","MEXSANA","1613916","MEXSANA Foot Spray Lady","Liquid|Cutaneous spray, solution","  4 ","  35 ","  21 ","SG (Sales Goods)","Combi","2","Piece [PCE]","IV","X","NO","Liquid|Cutaneous spray, solution","Yes"
"87019667","MEXSANA AB 260ML+MEXSANA LADY 260ML CO","1613917","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","2","Piece [PCE]","07/24/2019 02:25:11 AM CEST","2019","YES","Dermatology","MEXSANA","1613916","MEXSANA Foot Spray Lady","Liquid|Cutaneous spray, solution","  4 ","  35 ","  21 ","SG (Sales Goods)","Combi","2","Piece [PCE]","IV","X","NO","Liquid|Cutaneous spray, solution","Yes"
"87156648","Bepanthol Derma Face BT 200ml BR","1614321","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","200","Millilitre [ML]","01/06/2020 12:54:41 PM CET","2020","NO","Dermatology","BEPANTHOL","1614321","BEPANTHOL Face Wash","Liquid|Soap","  65 ","  60 ","  67 ","SG (Sales Goods)","Bottle","200","Millilitre [ML]","IX","","NO","Liquid|Soap","No"
"87156702","Bepanthol Derma Face CREA SPF25 50ml BR","1614324","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","50","Millilitre [ML]","01/06/2020 01:06:23 PM CET","2020","NO","Dermatology","BEPANTHOL","1614324","BEPANTHOL Face Cream SPF 25","Semi-solid|Cream","  96 ","  73 ","  88 ","SG (Sales Goods)","Bottle","50","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"87157466","Bepantol Derma Body LOTI TUF 200ml BR","1614317","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Flexible","200","Millilitre [ML]","01/06/2020 01:14:30 PM CET","2020","NO","Dermatology","BEPANTHOL","1614317","BEPANTHOL Body Emulsion","Liquid|Emulsion","  142 ","  134 ","  138 ","SG (Sales Goods)","Tube Flexible","200","Millilitre [ML]","VI","X","NO","Liquid|Emulsion","No"
"87156753","Bepantol Derma Body LOTI BT 400ml BR","1614317","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","400","Millilitre [ML]","01/06/2020 01:35:42 PM CET","2020","NO","Dermatology","BEPANTHOL","1614317","BEPANTHOL Body Emulsion","Liquid|Emulsion","  220 ","  237 ","  192 ","SG (Sales Goods)","Bottle","400","Millilitre [ML]","VI","X","NO","Liquid|Emulsion","No"
"86977079","Actron 10% GEL TUBE 50g AR","1610677","Analgesics","Pharma","Active","Active","Yes","Argentina [AR]","Argentina","LATAM","Tube Flexible","50","Gram [G]","06/14/2019 12:15:16 PM CEST","2019","NO","Analgesics","LASONIL","1610677","LASONIL 10% Gel","Semi-solid|Gel","  170 ","  270 ","  150 ","SG (Sales Goods)","Tube Flexible","50","Gram [G]","IX","","NO","Semi-solid|Gel","No"
"87470741","Tabcin Phlegm&Congestion CAPS BLI 60 CEA","1611513","Cough & Cold","Monograph;Pharma","Active","Active","No","Costa Rica [CR];Guatemala [GT];Panama [PA];Dom. Rep.[DO];El Salvador [SV];Honduras [HN]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","07/16/2020 11:38:23 PM CEST","2020","YES","Cough & Cold","ALKA-SELTZER PLUS","1611513","ALKA- SELTZER PLUS Severe Cough, Mucus & Congestion Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  1 ","0","  12 ","SG (Sales Goods)","Blister","60","Piece [PCE]","VIII","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87476006","Actron Mujer 400mg CAPS BLI 10 AR","1601235","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","10","Piece [PCE]","08/03/2020 09:23:10 PM CEST","2020","NO","Analgesics","ACTRON","1601235","ACTRON Mujer 400 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  380 ","  550 ","  554 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87476065","Actron Flex Rap Acc CAPS  BLI 10  AR","1612190","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","10","Piece [PCE]","08/03/2020 09:26:09 PM CEST","2020","NO","Analgesics","ACTRON","1612190","ACTRON Flex Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  235 ","  370 ","  301 ","SG (Sales Goods)","Blister","10","Piece [PCE]","VI","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87479226","Elevit 2-Omegas CAPS BLI 28 MX","1614566","Nutritionals","Food;Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Blister","28","Piece [PCE]","08/04/2020 03:29:14 PM CEST","2020","NO","Nutritionals","NATELE","1614566","NATELE Soft Gelatin Capsules","Solid|Capsule|Soft Gelatine Capsules","  332 ","  505 ","  84 ","SG (Sales Goods)","Blister","28","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87596397","Actron Plus RA CAPS BLI 8 AR","1601247","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","8","Tablet Count [CNT]","08/05/2020 04:43:57 PM CEST","2020","NO","Analgesics","ACTRON","1601247","ACTRON Max RA Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  550 ","  870 ","  774 ","SG (Sales Goods)","Blister","8","Tablet Count [CNT]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87156621","Bepanthol Derma CREA TUF 200ml BR","1614319","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Flexible","200","Millilitre [ML]","01/06/2020 12:45:33 PM CET","2020","NO","Dermatology","BEPANTHOL","1614319","BEPANTHOL Body Balm","Semi-solid|Cream","  96 ","  103 ","  75 ","SG (Sales Goods)","Tube Flexible","200","Millilitre [ML]","VI","X","NO","Semi-solid|Cream","No"
"87156656","Bepanthol Derma Face CREA BT 50ml BR","1614323","Dermatology","Cosmetic","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","50","Millilitre [ML]","01/06/2020 01:00:11 PM CET","2020","NO","Dermatology","BEPANTHOL","1614323","BEPANTHOL Face Night Cream","Semi-solid|Cream","  79 ","  71 ","  74 ","SG (Sales Goods)","Bottle","50","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"87191451","BAYASPIRINA FORTE TABL BLI 20 AR","1600097","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","20","Piece [PCE]","02/06/2020 03:37:06 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600097","ASPIRIN PAIN 650 mg Plain Tablet","Solid|Tablet|Plain","  540 ","  800 ","  827 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87225127","Aspirina 0.5g TABL  BLI 100 CL","1600005","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","100","Piece [PCE]","02/06/2020 04:35:51 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  47 ","  88 ","  86 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87191311","CAFIASPIRINA PLUS TABL BLI 20 AR","1600007","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","20","Piece [PCE]","02/06/2020 04:40:18 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600007","ASPIRIN PAIN CafiAspirina 650/65 Plain Tablet","Solid|Tablet|Plain","  850 ","  1,100 ","  1,175 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87225151","Aspirinetas 100mg TABL BLI 98 UY","1600094","Cardio","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","98","Piece [PCE]","02/10/2020 02:58:50 PM CET","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  27 ","  52 ","  42 ","SG (Sales Goods)","Blister","98","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87225186","Cafiaspirina TABL BLI 40 CL","1600099","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","40","Piece [PCE]","02/10/2020 03:06:42 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600099","ASPIRIN PAIN (Cafiaspirina) Plain Tablet","Solid|Tablet|Plain","  49 ","  49 ","  42 ","SG (Sales Goods)","Blister","40","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87480127","Actron 600 RA BLI CAPS 10 PY/BO","1601234","Analgesics","Pharma","Active","Active","No","Bolivia [BO];Paraguay [PY]","Other Conosur","LATAM","Blister","10","Piece [PCE]","08/07/2020 02:03:20 PM CEST","2020","NO","Analgesics","ACTRON","1601234","ACTRON  600 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  1,449 ","  1,506 ","  1,293 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87480143","Actron 600 RA BLI CAPS 20 PY","1601234","Analgesics","Pharma","Active","Active","No","Paraguay [PY]","Other Conosur","LATAM","Blister","20","Piece [PCE]","08/07/2020 02:05:52 PM CEST","2020","NO","Analgesics","ACTRON","1601234","ACTRON  600 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  279 ","  248 ","  207 ","SG (Sales Goods)","Blister","20","Piece [PCE]","VI","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87478947","Tabcin Compuesto CAPS  BLI 12 AR","1601232","Cough & Cold","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","12","Piece [PCE]","08/03/2020 09:21:59 PM CEST","2020","NO","Cough & Cold","TABCIN","1601232","TABCIN Compuesto Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  120 ","  160 ","  110 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87476030","Actron Rap Acc 400mg CAPS BLI 10 AR","1601233","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","10","Piece [PCE]","08/03/2020 09:25:16 PM CEST","2020","NO","Analgesics","ACTRON","1601233","ACTRON  400 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  1,870 ","  2,400 ","  2,387 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87502988","Mexsana Talco POWD BT 80g MX","1614562","Dermatology","Cosmetic","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","80","Gram [G]","08/31/2020 10:21:58 AM CEST","2020","NO","Dermatology","MEXSANA","1614562","MEXSANA 1000 mg Cutaneous Powder","Solid|Powder|Cutaneous","  1,017 ","  998 ","  403 ","SG (Sales Goods)","Bottle","80","Gram [G]","VI","X","NO","Solid|Powder|Cutaneous","No"
"87502996","Mexsana Talco POWD BT 160g MX","1614562","Dermatology","Cosmetic","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","160","Gram [G]","08/31/2020 10:22:00 AM CEST","2020","NO","Dermatology","MEXSANA","1614562","MEXSANA 1000 mg Cutaneous Powder","Solid|Powder|Cutaneous","  1,173 ","  991 ","  396 ","SG (Sales Goods)","Bottle","160","Gram [G]","IX","","NO","Solid|Powder|Cutaneous","No"
"87503046","Secco POWD BT 90g CO","1614561","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","90","Gram [G]","08/31/2020 10:36:54 AM CEST","2020","NO","Dermatology","MEXSANA","1614561","MEXSANA 1% Talco Secco Cutaneous Powder","Solid|Powder|Cutaneous","  145 ","  146 ","  105 ","SG (Sales Goods)","Bottle","90","Gram [G]","VI","X","NO","Solid|Powder|Cutaneous","No"
"87192512","Gino-Canesten 500mg CAPS BLI 1 BR","1614005","Dermatology","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","1","Piece [PCE]","02/14/2020 03:37:17 PM CET","2020","NO","Dermatology","CANESTEN GYNE","1614005","CANESTEN GYNE 500 mg Soft Capsule","Solid|Capsule|Soft Capsules","  197 ","  159 ","  140 ","SG (Sales Goods)","Blister","1","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Capsules","No"
"87195791","FlanaxPro 660mg TABI SACH 4 MX","1610256","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Strip pack","4","Piece [PCE]","02/19/2020 10:30:02 AM CET","2020","NO","Analgesics","ALEVE","1610256","ALEVE 660 mg Bi-layer tablet ","Solid|Tablet|Bi-layer","  81 ","  183 ","0","SG (Sales Goods)","Strip pack","4","Piece [PCE]","IX","","NO","Solid|Tablet|Bi-layer","No"
"87195805","FlanaxPro 660mg TABI SACH 8 MX","1610256","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Strip pack","8","Piece [PCE]","02/19/2020 10:30:04 AM CET","2020","NO","Analgesics","ALEVE","1610256","ALEVE 660 mg Bi-layer tablet ","Solid|Tablet|Bi-layer","  258 ","  212 ","0","SG (Sales Goods)","Strip pack","8","Piece [PCE]","IX","","NO","Solid|Tablet|Bi-layer","No"
"87215202","Bepanthen Baby 5% OINT TUF 30g + CARD EC","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Ecuador [EC]","Ecuador","LATAM","Tube Flexible","30","Gram [G]","03/05/2020 08:10:31 PM CET","2020","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  188 ","  273 ","  199 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"87481166","Natele Stage 2 DHA CAPS BLI 28 CEA","1614566","Nutritionals","Food;Pharma","Active","Active","Yes","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Bermuda [BM];Cayman Islands [KY];Saint Lucia [LC];Guyana [GY];Jamaica [JM];Haiti [HT];Nicaragua [NI];Guatemala [GT];Antigua and Barbuda [AG];Trinidad and Tobago [TT];Bahamas [BS];Suriname [SR];Aruba [AW];Belize [BZ];Panama [PA];Honduras [HN];Costa Rica [CR];Sint Maarten [SX];Netherlands Antilles [AN]","Centro / Caribe","LATAM","Blister","28","Piece [PCE]","08/11/2020 08:19:49 PM CEST","2020","NO","Nutritionals","NATELE","1614566","NATELE Soft Gelatin Capsules","Solid|Capsule|Soft Gelatine Capsules","  170 ","  203 ","0","SG (Sales Goods)","Blister","28","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87503054","Secco POWD BT 150g CO","1614561","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","150","Gram [G]","08/31/2020 10:36:56 AM CEST","2020","NO","Dermatology","MEXSANA","1614561","MEXSANA 1% Talco Secco Cutaneous Powder","Solid|Powder|Cutaneous","  10 ","  54 ","  47 ","SG (Sales Goods)","Bottle","150","Gram [G]","IV","X","NO","Solid|Powder|Cutaneous","No"
"87503062","Mexsana LadyPack POWD 300g+85g COM 1 CO","1614559","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","08/31/2020 10:36:57 AM CEST","2020","NO","Dermatology","MEXSANA","1614559","MEXSANA 1% Lady Cutaneous Powder","Solid|Powder|Cutaneous","  117 ","  160 ","  75 ","SG (Sales Goods)","Combi","1","Piece [PCE]","VI","X","NO","Solid|Powder|Cutaneous","Yes"
"87503070","Mexsana LadyPack POWD 85g+85g COM 1 CO","1614559","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","08/31/2020 10:36:59 AM CEST","2020","NO","Dermatology","MEXSANA","1614559","MEXSANA 1% Lady Cutaneous Powder","Solid|Powder|Cutaneous","  75 ","  90 ","  49 ","SG (Sales Goods)","Combi","1","Piece [PCE]","VI","X","NO","Solid|Powder|Cutaneous","Yes"
"87503089","Mexsana Lady POWD BT 85g CO","1614559","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","85","Gram [G]","08/31/2020 10:37:00 AM CEST","2020","NO","Dermatology","MEXSANA","1614559","MEXSANA 1% Lady Cutaneous Powder","Solid|Powder|Cutaneous","  93 ","  95 ","  52 ","SG (Sales Goods)","Bottle","85","Gram [G]","IX","","NO","Solid|Powder|Cutaneous","No"
"87503097","Mexsana Lady POWD BT 150g CO","1614559","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","150","Gram [G]","08/31/2020 10:37:02 AM CEST","2020","NO","Dermatology","MEXSANA","1614559","MEXSANA 1% Lady Cutaneous Powder","Solid|Powder|Cutaneous","  19 ","  15 ","  10 ","SG (Sales Goods)","Bottle","150","Gram [G]","VIII","X","NO","Solid|Powder|Cutaneous","No"
"87503119","Mexsana Avena POWD 300g+85g COM 1 CO","1614560","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","08/31/2020 10:37:04 AM CEST","2020","NO","Dermatology","MEXSANA","1614560","MEXSANA 1% Oat Cutaneous Powder","Solid|Powder|Cutaneous","  82 ","  120 ","  41 ","SG (Sales Goods)","Combi","1","Piece [PCE]","VI","X","NO","Solid|Powder|Cutaneous","Yes"
"87503127","Mexsana Avena POWD BT 85g CO","1614560","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","85","Gram [G]","08/31/2020 10:37:06 AM CEST","2020","NO","Dermatology","MEXSANA","1614560","MEXSANA 1% Oat Cutaneous Powder","Solid|Powder|Cutaneous","  38 ","  47 ","  23 ","SG (Sales Goods)","Bottle","85","Gram [G]","VIII","X","NO","Solid|Powder|Cutaneous","No"
"87503143","Mexsana Avena POWD BT 150g CO","1614560","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","150","Gram [G]","08/31/2020 10:37:07 AM CEST","2020","NO","Dermatology","MEXSANA","1614560","MEXSANA 1% Oat Cutaneous Powder","Solid|Powder|Cutaneous","  44 ","  104 ","  23 ","SG (Sales Goods)","Bottle","150","Gram [G]","VI","X","NO","Solid|Powder|Cutaneous","No"
"87503151","Secco POWD 150g+90g COM 1 CO","1614561","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","08/31/2020 10:37:09 AM CEST","2020","NO","Dermatology","MEXSANA","1614561","MEXSANA 1% Talco Secco Cutaneous Powder","Solid|Powder|Cutaneous","  168 ","  186 ","  126 ","SG (Sales Goods)","Combi","1","Piece [PCE]","I","X","NO","Solid|Powder|Cutaneous","No"
"87503178","Secco POWD 300g+90g COM 1 CO","1614561","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","08/31/2020 10:37:11 AM CEST","2020","NO","Dermatology","MEXSANA","1614561","MEXSANA 1% Talco Secco Cutaneous Powder","Solid|Powder|Cutaneous","  64 ","  74 ","  65 ","SG (Sales Goods)","Combi","1","Piece [PCE]","VI","X","NO","Solid|Powder|Cutaneous","Yes"
"87503518","Supradyn Energy TAFI BLI 30 PE","1610264","Nutritionals","Food","Active","Active","Yes","Peru [PE]","Peru","LATAM","Blister","30","Piece [PCE]","08/31/2020 01:33:18 PM CEST","2020","NO","Nutritionals","SUPRADYN","1610264","SUPRADYN 1 RDA Film-coated Tablet  ","Solid|Tablet|Film-coated","  19 ","  56 ","  34 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"87464989","Apronax 275mg LG CAPS BLI 4 TRAY CO","1611106","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","4","Piece [PCE]","07/21/2020 05:18:35 PM CEST","2020","YES","Analgesics","APRONAX","1611106","APRONAX 275 mg Soft Gelatine Capsules ","Solid|Capsule|Soft Gelatine Capsules","  70 ","  56 ","  56 ","SG (Sales Goods)","Blister","4","Piece [PCE]","I","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87447979","Bepanthen Baby5%OINT TUF24x100g Super PE","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Peru [PE]","Peru","LATAM","Tube Flexible","2400","Gram [G]","07/07/2020 02:55:17 AM CEST","2020","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  0 ","  0 ","  0 ","SG (Sales Goods)","Tube Flexible","2400","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"87447871","Lotrimin Uno 1% CREA TUF 3x20g Promo MX","1600202","Dermatology","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Tube Flexible","60","Gram [G]","07/07/2020 05:23:42 AM CEST","2020","YES","Dermatology","CANESTEN DERM","1600202","CANESTEN DERM 1 % Cream","Semi-solid|Cream","  23 ","  19 ","  15 ","SG (Sales Goods)","Tube Flexible","60","Gram [G]","VI","X","NO","Semi-solid|Cream","No"
"87425886","Actron 400mg CAPS BLI 20 CL","1601233","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","20","Piece [PCE]","06/15/2020 11:41:29 AM CEST","2020","NO","Analgesics","ACTRON","1601233","ACTRON  400 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  63 ","  95 ","  68 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87426300","Actron 600mg CAPS BLI 20 CL","1601234","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","20","Piece [PCE]","06/15/2020 11:41:32 AM CEST","2020","NO","Analgesics","ACTRON","1601234","ACTRON  600 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  171 ","  138 ","  155 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
